-1.000000 -8.209898e+01
-0.990000 -5.016947e+01
-0.980000 -2.278996e+01
-0.970000 5.012521e-01
-0.960000 2.013097e+01
-0.950000 3.649312e+01
-0.940000 4.995053e+01
-0.930000 6.083676e+01
-0.920000 6.945778e+01
-0.910000 7.609363e+01
-0.900000 8.100000e+01
-0.890000 8.440970e+01
-0.880000 8.653414e+01
-0.870000 8.756470e+01
-0.860000 8.767405e+01
-0.850000 8.701742e+01
-0.840000 8.573378e+01
-0.830000 8.394704e+01
-0.820000 8.176709e+01
-0.810000 7.929087e+01
-0.800000 7.660336e+01
-0.790000 7.377854e+01
-0.780000 7.088024e+01
-0.770000 6.796303e+01
-0.760000 6.507301e+01
-0.750000 6.224855e+01
-0.740000 5.952104e+01
-0.730000 5.691554e+01
-0.720000 5.445143e+01
-0.710000 5.214299e+01
-0.700000 5.000000e+01
-0.690000 4.802822e+01
-0.680000 4.622990e+01
-0.670000 4.460426e+01
-0.660000 4.314788e+01
-0.650000 4.185511e+01
-0.640000 4.071847e+01
-0.630000 3.972891e+01
-0.620000 3.887621e+01
-0.610000 3.814920e+01
-0.600000 3.753606e+01
-0.590000 3.702453e+01
-0.580000 3.660215e+01
-0.570000 3.625642e+01
-0.560000 3.597501e+01
-0.550000 3.574589e+01
-0.540000 3.555745e+01
-0.530000 3.539865e+01
-0.520000 3.525911e+01
-0.510000 3.512917e+01
-0.500000 3.500000e+01
-0.490000 3.486361e+01
-0.480000 3.471293e+01
-0.470000 3.454182e+01
-0.460000 3.434511e+01
-0.450000 3.411856e+01
-0.440000 3.385893e+01
-0.430000 3.356392e+01
-0.420000 3.323215e+01
-0.410000 3.286316e+01
-0.400000 3.245737e+01
-0.390000 3.201602e+01
-0.380000 3.154117e+01
-0.370000 3.103558e+01
-0.360000 3.050274e+01
-0.350000 2.994675e+01
-0.340000 2.937230e+01
-0.330000 2.878458e+01
-0.320000 2.818922e+01
-0.310000 2.759225e+01
-0.300000 2.700000e+01
-0.290000 2.641905e+01
-0.280000 2.585617e+01
-0.270000 2.531823e+01
-0.260000 2.481218e+01
-0.250000 2.434491e+01
-0.240000 2.392328e+01
-0.230000 2.355398e+01
-0.220000 2.324353e+01
-0.210000 2.299818e+01
-0.200000 2.282390e+01
-0.190000 2.272631e+01
-0.180000 2.271060e+01
-0.170000 2.278158e+01
-0.160000 2.294353e+01
-0.150000 2.320027e+01
-0.140000 2.355506e+01
-0.130000 2.401059e+01
-0.120000 2.456901e+01
-0.110000 2.523184e+01
-0.100000 2.600000e+01
-0.090000 2.687382e+01
-0.080000 2.785299e+01
-0.070000 2.893663e+01
-0.060000 3.012324e+01
-0.050000 3.141074e+01
-0.040000 3.279650e+01
-0.030000 3.427735e+01
-0.020000 3.584960e+01
-0.010000 3.750912e+01
0.000000 3.925130e+01
0.010000 4.107118e+01
0.020000 4.296344e+01
0.030000 4.492247e+01
0.040000 4.694241e+01
0.050000 4.901725e+01
0.060000 5.114086e+01
0.070000 5.330704e+01
0.080000 5.550964e+01
0.090000 5.774260e+01
0.100000 6.000000e+01
0.110000 6.227620e+01
0.120000 6.456587e+01
0.130000 6.686407e+01
0.140000 6.916636e+01
0.150000 7.146884e+01
0.160000 7.376828e+01
0.170000 7.606213e+01
0.180000 7.834869e+01
0.190000 8.062710e+01
0.200000 8.289747e+01
0.210000 8.516095e+01
0.220000 8.741975e+01
0.230000 8.967728e+01
0.240000 9.193816e+01
0.250000 9.420829e+01
0.260000 9.649490e+01
0.270000 9.880662e+01
0.280000 1.011535e+02
0.290000 1.035470e+02
0.300000 1.060000e+02
0.310000 1.085271e+02
0.320000 1.111440e+02
0.330000 1.138684e+02
0.340000 1.167189e+02
0.350000 1.197160e+02
0.360000 1.228812e+02
0.370000 1.262376e+02
0.380000 1.298095e+02
0.390000 1.336223e+02
0.400000 1.377025e+02
0.410000 1.420776e+02
0.420000 1.467757e+02
0.430000 1.518257e+02
0.440000 1.572570e+02
0.450000 1.630991e+02
0.460000 1.693815e+02
0.470000 1.761337e+02
0.480000 1.833845e+02
0.490000 1.911619e+02
0.500000 1.994927e+02
0.510000 2.084025e+02
0.520000 2.179146e+02
0.530000 2.280504e+02
0.540000 2.388283e+02
0.550000 2.502634e+02
0.560000 2.623673e+02
0.570000 2.751472e+02
0.580000 2.886053e+02
0.590000 3.027383e+02
0.600000 3.175368e+02
0.610000 3.329844e+02
0.620000 3.490571e+02
0.630000 3.657225e+02
0.640000 3.829387e+02
0.650000 4.006538e+02
0.660000 4.188047e+02
0.670000 4.373162e+02
0.680000 4.561001e+02
0.690000 4.750536e+02
0.700000 4.940589e+02
0.710000 5.129814e+02
0.720000 5.316687e+02
0.730000 5.499493e+02
0.740000 5.676311e+02
0.750000 5.845000e+02
0.760000 6.003184e+02
0.770000 6.148238e+02
0.780000 6.277269e+02
0.790000 6.387099e+02
0.800000 6.474250e+02
0.810000 6.534923e+02
0.820000 6.564979e+02
0.830000 6.559919e+02
0.840000 6.514866e+02
0.850000 6.424537e+02
0.860000 6.283230e+02
0.870000 6.084790e+02
0.880000 5.822593e+02
0.890000 5.489518e+02
0.900000 5.077922e+02
0.910000 4.579610e+02
0.920000 3.985812e+02
0.930000 3.287151e+02
0.940000 2.473616e+02
0.950000 1.534529e+02
0.960000 4.585114e+01
0.970000 -7.665421e+01
0.980000 -2.153504e+02
0.990000 -3.716044e+02
